date,open,high,low,close,volume,_source
2020-01-02 07:00:00,5215.0,5430.0,5215.0,5430.0,20,KBS
2020-01-03 07:00:00,5574.0,5574.0,5459.0,5459.0,20,KBS
2020-01-07 07:00:00,5114.0,5459.0,5114.0,5459.0,230,KBS
2020-01-08 07:00:00,5459.0,5459.0,5402.0,5459.0,1020,KBS
2020-01-09 07:00:00,5402.0,5430.0,5402.0,5430.0,2120,KBS
2020-01-10 07:00:00,5574.0,5574.0,5574.0,5574.0,10,KBS
2020-01-13 07:00:00,5574.0,5574.0,5574.0,5574.0,10,KBS
2020-01-14 07:00:00,5560.0,5718.0,5186.0,5718.0,5030,KBS
2020-01-15 07:00:00,5718.0,5890.0,5718.0,5890.0,20,KBS
2020-01-20 07:00:00,5746.0,5746.0,5603.0,5746.0,10230,KBS
2020-01-21 07:00:00,5603.0,5603.0,5459.0,5574.0,10250,KBS
2020-01-22 07:00:00,5574.0,5574.0,5574.0,5574.0,450,KBS
2020-01-30 07:00:00,5574.0,5574.0,5574.0,5574.0,20,KBS
2020-01-31 07:00:00,5574.0,5574.0,5459.0,5574.0,4090,KBS
2020-02-03 07:00:00,5315.0,5517.0,5315.0,5517.0,5010,KBS
2020-02-04 07:00:00,5603.0,5603.0,5603.0,5603.0,10,KBS
2020-02-05 07:00:00,5603.0,5603.0,5459.0,5459.0,510,KBS
2020-02-06 07:00:00,5603.0,5603.0,5459.0,5574.0,5040,KBS
2020-02-07 07:00:00,5459.0,5574.0,5459.0,5574.0,5050,KBS
2020-02-10 07:00:00,5574.0,5574.0,5574.0,5574.0,10,KBS
2020-02-11 07:00:00,5574.0,5574.0,5574.0,5574.0,10,KBS
2020-02-13 07:00:00,5402.0,5574.0,5402.0,5574.0,20,KBS
2020-02-17 07:00:00,5459.0,5574.0,5459.0,5574.0,2020,KBS
2020-02-18 07:00:00,5632.0,5632.0,5459.0,5459.0,910,KBS
2020-02-19 07:00:00,5574.0,5574.0,5459.0,5517.0,1200,KBS
2020-02-20 07:00:00,5574.0,5574.0,5574.0,5574.0,10,KBS
2020-02-21 07:00:00,5402.0,5402.0,5402.0,5402.0,1080,KBS
2020-02-24 07:00:00,5574.0,5574.0,5560.0,5560.0,60,KBS
2020-02-28 07:00:00,5603.0,5603.0,5603.0,5603.0,20,KBS
2020-03-03 07:00:00,5603.0,5603.0,5603.0,5603.0,20,KBS
2020-03-04 07:00:00,5574.0,5574.0,5517.0,5517.0,20,KBS
2020-03-06 07:00:00,5517.0,5517.0,5459.0,5517.0,1190,KBS
2020-03-09 07:00:00,5574.0,5574.0,5315.0,5545.0,150,KBS
2020-03-10 07:00:00,5344.0,5517.0,5315.0,5517.0,1960,KBS
2020-03-11 07:00:00,5890.0,5890.0,5172.0,5517.0,10320,KBS
2020-03-12 07:00:00,5517.0,5517.0,5517.0,5517.0,20,KBS
2020-03-13 07:00:00,5459.0,5459.0,5143.0,5459.0,1700,KBS
2020-03-16 07:00:00,5603.0,5603.0,5100.0,5574.0,50,KBS
2020-03-17 07:00:00,5603.0,5603.0,5574.0,5603.0,170,KBS
2020-03-18 07:00:00,5488.0,5545.0,5488.0,5545.0,100,KBS
2020-03-19 07:00:00,5588.0,5632.0,5172.0,5488.0,10340,KBS
2020-03-20 07:00:00,5172.0,5459.0,5172.0,5459.0,60,KBS
2020-03-23 07:00:00,5545.0,5545.0,5086.0,5430.0,330,KBS
2020-03-24 07:00:00,5517.0,5517.0,5057.0,5373.0,30,KBS
2020-03-25 07:00:00,5459.0,5459.0,5459.0,5459.0,10,KBS
2020-03-26 07:00:00,5574.0,5603.0,5531.0,5531.0,30,KBS
2020-03-30 07:00:00,5531.0,5531.0,5157.0,5157.0,140,KBS
2020-03-31 07:00:00,5157.0,5430.0,5157.0,5430.0,30,KBS
2020-04-01 07:00:00,5459.0,5804.0,5459.0,5459.0,90,KBS
2020-04-03 07:00:00,5086.0,5459.0,5086.0,5459.0,850,KBS
2020-04-06 07:00:00,5172.0,5459.0,5172.0,5459.0,550,KBS
2020-04-07 07:00:00,5459.0,5459.0,5459.0,5459.0,20,KBS
2020-04-08 07:00:00,5459.0,5459.0,5459.0,5459.0,20,KBS
2020-04-09 07:00:00,5430.0,5459.0,5430.0,5459.0,2130,KBS
2020-04-13 07:00:00,5488.0,5517.0,5488.0,5517.0,20,KBS
2020-04-14 07:00:00,5172.0,5746.0,5172.0,5746.0,310,KBS
2020-04-15 07:00:00,5488.0,5603.0,5488.0,5603.0,3140,KBS
2020-04-16 07:00:00,5215.0,5603.0,5215.0,5459.0,4110,KBS
2020-04-17 07:00:00,5718.0,5718.0,5517.0,5689.0,870,KBS
2020-04-20 07:00:00,5373.0,6077.0,5373.0,6077.0,234610,KBS
2020-04-21 07:00:00,6077.0,6465.0,6077.0,6091.0,44700,KBS
2020-04-22 07:00:00,5689.0,6063.0,5689.0,6034.0,1730,KBS
2020-04-23 07:00:00,5761.0,6034.0,5660.0,5660.0,1840,KBS
2020-04-24 07:00:00,5890.0,5890.0,5272.0,5373.0,20480,KBS
2020-04-27 07:00:00,5330.0,5746.0,5330.0,5689.0,11620,KBS
2020-04-28 07:00:00,5459.0,5890.0,5344.0,5344.0,870,KBS
2020-04-29 07:00:00,5517.0,5517.0,5344.0,5517.0,3390,KBS
2020-05-04 07:00:00,5287.0,5287.0,5287.0,5287.0,1200,KBS
2020-05-05 07:00:00,5574.0,5574.0,5430.0,5430.0,90,KBS
2020-05-06 07:00:00,5402.0,5459.0,5402.0,5402.0,7060,KBS
2020-05-07 07:00:00,5402.0,5459.0,5373.0,5459.0,3480,KBS
2020-05-08 07:00:00,5459.0,5632.0,5344.0,5344.0,2260,KBS
2020-05-11 07:00:00,5344.0,5459.0,5344.0,5344.0,210,KBS
2020-05-12 07:00:00,5344.0,5488.0,5344.0,5488.0,70,KBS
2020-05-13 07:00:00,5603.0,5746.0,5459.0,5459.0,9080,KBS
2020-05-14 07:00:00,5459.0,5459.0,5459.0,5459.0,7650,KBS
2020-05-15 07:00:00,5416.0,5459.0,5315.0,5430.0,1750,KBS
2020-05-18 07:00:00,5229.0,5517.0,5229.0,5272.0,1260,KBS
2020-05-19 07:00:00,5315.0,5560.0,5315.0,5459.0,770,KBS
2020-05-20 07:00:00,5459.0,5459.0,5229.0,5258.0,450,KBS
2020-05-21 07:00:00,5315.0,5402.0,5258.0,5287.0,6720,KBS
2020-05-22 07:00:00,5287.0,5373.0,5287.0,5373.0,9620,KBS
2020-05-25 07:00:00,5387.0,5603.0,5330.0,5459.0,2740,KBS
2020-05-26 07:00:00,5574.0,5574.0,5344.0,5545.0,2760,KBS
2020-05-27 07:00:00,5459.0,5545.0,5344.0,5344.0,2880,KBS
2020-05-28 07:00:00,5344.0,5545.0,5315.0,5315.0,2140,KBS
2020-05-29 07:00:00,5430.0,5517.0,5315.0,5315.0,720,KBS
2020-06-01 07:00:00,5315.0,5330.0,5315.0,5330.0,610,KBS
2020-06-02 07:00:00,5517.0,5517.0,5445.0,5459.0,2770,KBS
2020-06-03 07:00:00,5459.0,5459.0,5459.0,5459.0,3200,KBS
2020-06-04 07:00:00,5545.0,5603.0,5344.0,5344.0,1020,KBS
2020-06-05 07:00:00,5344.0,5718.0,5344.0,5459.0,7800,KBS
2020-06-08 07:00:00,5833.0,5833.0,5459.0,5459.0,10850,KBS
2020-06-09 07:00:00,5833.0,5833.0,5746.0,5746.0,20,KBS
2020-06-10 07:00:00,5746.0,5746.0,5459.0,5459.0,40,KBS
2020-06-11 07:00:00,5632.0,5632.0,5459.0,5459.0,9510,KBS
2020-06-12 07:00:00,5344.0,5459.0,5344.0,5373.0,1250,KBS
2020-06-15 07:00:00,5315.0,5416.0,5315.0,5416.0,5310,KBS
2020-06-16 07:00:00,5459.0,5459.0,5430.0,5430.0,1240,KBS
2020-06-18 07:00:00,5344.0,5746.0,5344.0,5632.0,9040,KBS
2020-06-19 07:00:00,5373.0,5459.0,5373.0,5459.0,7000,KBS
2020-06-22 07:00:00,5474.0,5474.0,5344.0,5344.0,390,KBS
2020-06-23 07:00:00,5474.0,5517.0,5359.0,5359.0,3610,KBS
2020-06-24 07:00:00,5430.0,5430.0,5430.0,5430.0,10,KBS
2020-06-26 07:00:00,5430.0,5430.0,5344.0,5344.0,1220,KBS
2020-06-29 07:00:00,5344.0,5344.0,4971.0,5301.0,14670,KBS
2020-06-30 07:00:00,5014.0,5143.0,4942.0,4942.0,36580,KBS
2020-07-01 07:00:00,4942.0,5172.0,4597.0,5172.0,129590,KBS
2020-07-02 07:00:00,4827.0,5071.0,4813.0,4813.0,71710,KBS
2020-07-03 07:00:00,5028.0,5028.0,4597.0,4841.0,12180,KBS
2020-07-06 07:00:00,4612.0,4841.0,4568.0,4741.0,11170,KBS
2020-07-07 07:00:00,4741.0,4741.0,4597.0,4612.0,8580,KBS
2020-07-08 07:00:00,4683.0,4798.0,4683.0,4755.0,5270,KBS
2020-07-09 07:00:00,4784.0,4784.0,4755.0,4770.0,4650,KBS
2020-07-10 07:00:00,4770.0,4813.0,4712.0,4726.0,14000,KBS
2020-07-13 07:00:00,4827.0,4827.0,4726.0,4726.0,3650,KBS
2020-07-14 07:00:00,4741.0,4755.0,4726.0,4755.0,2240,KBS
2020-07-15 07:00:00,4755.0,4755.0,4726.0,4755.0,1480,KBS
2020-07-16 07:00:00,4726.0,4770.0,4726.0,4741.0,1190,KBS
2020-07-17 07:00:00,4741.0,4741.0,4712.0,4712.0,1830,KBS
2020-07-20 07:00:00,4712.0,4726.0,4712.0,4712.0,5310,KBS
2020-07-21 07:00:00,4712.0,4712.0,4712.0,4712.0,2350,KBS
2020-07-22 07:00:00,4712.0,4712.0,4655.0,4712.0,2780,KBS
2020-07-23 07:00:00,4568.0,4712.0,4568.0,4698.0,2240,KBS
2020-07-24 07:00:00,4597.0,4597.0,4482.0,4568.0,8390,KBS
2020-07-27 07:00:00,4267.0,4396.0,4267.0,4310.0,5740,KBS
2020-07-28 07:00:00,4310.0,4482.0,4310.0,4482.0,120,KBS
2020-07-29 07:00:00,4310.0,4310.0,4195.0,4310.0,10690,KBS
2020-07-30 07:00:00,4425.0,4425.0,4310.0,4310.0,60,KBS
2020-07-31 07:00:00,4281.0,4439.0,4281.0,4324.0,7800,KBS
2020-08-03 07:00:00,4454.0,4497.0,4367.0,4497.0,2240,KBS
2020-08-04 07:00:00,4597.0,4669.0,4597.0,4669.0,5410,KBS
2020-08-05 07:00:00,4712.0,4770.0,4597.0,4669.0,27170,KBS
2020-08-06 07:00:00,4726.0,4726.0,4597.0,4669.0,14490,KBS
2020-08-07 07:00:00,4669.0,4669.0,4655.0,4669.0,8580,KBS
2020-08-10 07:00:00,4669.0,4741.0,4655.0,4683.0,4280,KBS
2020-08-11 07:00:00,4683.0,4683.0,4669.0,4683.0,1310,KBS
2020-08-12 07:00:00,4655.0,4683.0,4655.0,4669.0,5560,KBS
2020-08-13 07:00:00,4669.0,4669.0,4626.0,4669.0,12780,KBS
2020-08-14 07:00:00,4640.0,4669.0,4640.0,4669.0,1000,KBS
2020-08-17 07:00:00,4669.0,4683.0,4626.0,4669.0,7020,KBS
2020-08-18 07:00:00,4669.0,4683.0,4669.0,4669.0,77170,KBS
2020-08-19 07:00:00,4683.0,4985.0,4683.0,4985.0,44030,KBS
2020-08-20 07:00:00,4985.0,5157.0,4942.0,4999.0,25410,KBS
2020-08-21 07:00:00,4999.0,5100.0,4942.0,5100.0,7510,KBS
2020-08-24 07:00:00,5100.0,5229.0,5057.0,5172.0,13710,KBS
2020-08-25 07:00:00,5172.0,5172.0,4942.0,5057.0,9540,KBS
2020-08-26 07:00:00,5057.0,5086.0,4971.0,5057.0,3600,KBS
2020-08-27 07:00:00,4971.0,5086.0,4942.0,5057.0,7860,KBS
2020-08-28 07:00:00,5114.0,5114.0,4956.0,5071.0,9050,KBS
2020-08-31 07:00:00,5416.0,5416.0,5416.0,5416.0,26950,KBS
2020-09-01 07:00:00,5790.0,5790.0,5790.0,5790.0,26300,KBS
2020-09-03 07:00:00,6192.0,6192.0,5976.0,6034.0,108990,KBS
2020-09-04 07:00:00,5646.0,5761.0,5632.0,5746.0,45110,KBS
2020-09-07 07:00:00,5890.0,5890.0,5603.0,5689.0,14260,KBS
2020-09-08 07:00:00,5574.0,5689.0,5344.0,5675.0,14060,KBS
2020-09-09 07:00:00,5660.0,5660.0,5402.0,5574.0,13870,KBS
2020-09-10 07:00:00,5689.0,5689.0,5459.0,5603.0,4930,KBS
2020-09-11 07:00:00,5603.0,5603.0,5531.0,5560.0,8390,KBS
2020-09-14 07:00:00,5531.0,5574.0,5430.0,5574.0,12230,KBS
2020-09-15 07:00:00,5560.0,5588.0,5459.0,5560.0,19780,KBS
2020-09-16 07:00:00,5574.0,5574.0,5459.0,5545.0,2040,KBS
2020-09-17 07:00:00,5545.0,5603.0,5459.0,5588.0,9580,KBS
2020-09-18 07:00:00,5545.0,5588.0,5517.0,5517.0,1510,KBS
2020-09-21 07:00:00,5517.0,5588.0,5517.0,5517.0,1960,KBS
2020-09-22 07:00:00,5315.0,5560.0,5315.0,5531.0,4750,KBS
2020-09-23 07:00:00,5488.0,5545.0,5488.0,5545.0,3650,KBS
2020-09-24 07:00:00,5545.0,5545.0,5488.0,5545.0,7580,KBS
2020-09-25 07:00:00,5488.0,5574.0,5201.0,5545.0,4440,KBS
2020-09-28 07:00:00,5459.0,5488.0,5344.0,5488.0,5960,KBS
2020-09-29 07:00:00,5488.0,5488.0,5402.0,5430.0,5600,KBS
2020-09-30 07:00:00,5488.0,5488.0,5287.0,5488.0,7400,KBS
2020-10-01 07:00:00,5545.0,5545.0,5488.0,5545.0,9960,KBS
2020-10-02 07:00:00,5430.0,5545.0,5430.0,5531.0,3330,KBS
