Mã,Action,Conf,MFPM,Macro,MacroScore,Sector Flow,BCTC Risk,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào,SL,TP1,R:R,AMF,Pattern,HMM,Stealth,T+ Setup,T+ Verdict,T+ Conf,Trend Warning,Dự báo,FC Conf%,CVD
HLC,NO_ACTION,—,52,NEUTRAL,0.0,NEUTRAL,SAFE,,42,30,WHALE_DISTRIBUTING,MODE_A,11700.0,11700.0,11300.0,12700.0,2.5,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ACC,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,24,24,WHALE_DISTRIBUTING,MODE_A,12800.0,12800.0,11750.0,15450.0,2.52,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ILB,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,26,26,WHALE_DISTRIBUTING,MODE_A,22000.0,22000.0,21300.0,23050.0,1.5,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SBA,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,28350.0,28350.0,27450.0,29800.0,1.61,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
DVP,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,58,40,RETAIL_DRIVEN,MODE_A,76000.0,76000.0,73700.0,78700.0,1.17,PASS,VCP,STEADY_BULL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
GSP,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,67,49,RETAIL_DRIVEN,MODE_A,11250.0,11250.0,10850.0,12300.0,2.62,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
SMB,NO_ACTION,—,47,NEUTRAL,0.0,NEUTRAL,SAFE,,43,31,RETAIL_DRIVEN,MODE_A,39800.0,39800.0,38600.0,41950.0,1.79,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TNT,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,10950.0,10750.0,10000.0,12650.0,2.53,WARN,NONE,TRANSITIONAL,False,T_RANGE_BREAK,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
ICG,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,42,32,RETAIL_DRIVEN,MODE_A,16400.0,16400.0,15700.0,18250.0,2.64,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
TIG,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,27,27,WHALE_DISTRIBUTING,MODE_A,7000.0,6860.0,6500.0,7800.0,2.61,WARN,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
WCS,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,42,42,RETAIL_DRIVEN,MODE_B,355.0,360.0,320.0,440.0,2.0,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
DSN,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,39,21,WHALE_DISTRIBUTING,MODE_A,37800.0,37400.0,36250.0,39000.0,1.39,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ORS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,49,31,RETAIL_DRIVEN,MODE_A,13250.0,13250.0,12600.0,14850.0,2.46,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
PVD,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,54,36,RETAIL_DRIVEN,MODE_A,32000.0,32000.0,29400.0,38850.0,2.63,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
VOS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,53,35,RETAIL_DRIVEN,MODE_A,12450.0,12450.0,11900.0,13800.0,2.45,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
VPB,NO_ACTION,—,43,NEUTRAL,0.0,OUTFLOW,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,26700.0,26700.0,25700.0,29250.0,2.55,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
BVS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,47,29,WHALE_DISTRIBUTING,MODE_A,25700.0,25700.0,24800.0,28100.0,2.67,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
CKV,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,19700.0,2.57,WARN,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
HCC,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,26300.0,26300.0,25150.0,29300.0,2.61,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
THT,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,43,25,WHALE_DISTRIBUTING,MODE_A,8700.0,8700.0,8310.0,9730.0,2.64,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VFS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,13000.0,13000.0,12600.0,14050.0,2.62,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DPR,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,42000.0,42000.0,39850.0,47700.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
HTV,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_B,14500.0,14500.0,13400.0,17300.0,2.55,WARN,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,30.0,NONE,,0.0,NEUTRAL
MCM,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,46,46,RETAIL_DRIVEN,MODE_A,28700.0,28700.0,27800.0,30550.0,2.06,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
PVP,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,18650.0,18650.0,17250.0,22350.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
SHA,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,43,43,RETAIL_DRIVEN,MODE_A,3960.0,3960.0,3840.0,4270.0,2.58,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
VCB,NO_ACTION,—,40,NEUTRAL,0.0,OUTFLOW,SAFE,,49,49,RETAIL_DRIVEN,MODE_B,65700.0,65700.0,63200.0,72200.0,2.6,WARN,NONE,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
VFG,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,44,44,RETAIL_DRIVEN,MODE_A,48000.0,48000.0,46550.0,50500.0,1.72,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VTP,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,42,42,RETAIL_DRIVEN,MODE_A,69500.0,68800.0,64600.0,79700.0,2.6,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
GLT,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,55,55,RETAIL_DRIVEN,MODE_A,29400.0,29250.0,27250.0,34500.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
SED,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,33,33,RETAIL_DRIVEN,MODE_A,17700.0,17700.0,17150.0,18950.0,2.27,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SZB,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,43000.0,43000.0,41700.0,44600.0,1.23,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
WSS,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,47,47,RETAIL_DRIVEN,MODE_A,6300.0,6300.0,6020.0,7040.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
X20,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,12300.0,12150.0,11750.0,13000.0,2.12,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DRC,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,59,41,RETAIL_DRIVEN,MODE_A,12550.0,12550.0,12150.0,13550.0,2.5,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
LIX,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,32,24,WHALE_DISTRIBUTING,MODE_B,30200.0,30200.0,29250.0,32550.0,2.47,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TCO,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,53,35,RETAIL_DRIVEN,MODE_A,14650.0,14650.0,13650.0,17250.0,2.6,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
PIC,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,27,19,WHALE_DISTRIBUTING,MODE_A,16400.0,16050.0,14750.0,19400.0,2.58,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VTC,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,63,45,RETAIL_DRIVEN,MODE_B,15000.0,15000.0,13550.0,18850.0,2.66,WARN,VCP,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
ACL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,13250.0,13250.0,12400.0,15450.0,2.59,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
ADG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,8990.0,8940.0,8250.0,10750.0,2.62,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,55.0,NONE,,0.0,NEUTRAL
BMP,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,139.4,140.0,130.0,160.0,2.0,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
C32,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,37,37,RETAIL_DRIVEN,MODE_A,13500.0,13500.0,12400.0,16400.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
CTG,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,39,39,RETAIL_DRIVEN,MODE_A,34950.0,34950.0,33650.0,38350.0,2.62,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
HII,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,6000.0,6000.0,5460.0,7440.0,2.67,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,55.0,NONE,,0.0,NEUTRAL
ITC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,26,WHALE_DISTRIBUTING,MODE_A,12000.0,12000.0,11550.0,13200.0,2.67,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
MHC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,9780.0,9780.0,9270.0,11150.0,2.69,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PAN,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,31900.0,31900.0,30400.0,35800.0,2.6,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
PHC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,5000.0,5000.0,4780.0,5580.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
PHR,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,56,56,RETAIL_DRIVEN,MODE_B,70500.0,70500.0,66000.0,82400.0,2.64,WARN,NONE,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
PTB,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,39950.0,39950.0,38500.0,43700.0,2.59,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
SBG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,1,31,WHALE_DISTRIBUTING,MODE_A,12150.0,12050.0,11600.0,13150.0,2.44,PASS,NONE,TRANSITIONAL,False,T_RANGE_BREAK,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
VPI,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,60200.0,60200.0,57600.0,67000.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,55.0,NONE,,0.0,NEUTRAL
VRE,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,32900.0,32900.0,29850.0,41050.0,2.67,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
VTO,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,11900.0,11900.0,11500.0,12550.0,1.62,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
HDA,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,6800.0,6800.0,6270.0,8200.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
GMX,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,16600.0,16600.0,15900.0,18350.0,2.5,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
NTP,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,46,36,RETAIL_DRIVEN,MODE_A,61000.0,61000.0,59100.0,65900.0,2.58,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
NST,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,12500.0,12500.0,12100.0,13400.0,2.25,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PCH,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,21900.0,21900.0,21200.0,23050.0,1.64,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
PCT,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,22,22,WHALE_DISTRIBUTING,MODE_A,10400.0,10400.0,9730.0,12150.0,2.61,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
PMB,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,11500.0,11500.0,11150.0,11800.0,0.86,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
RCL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,11300.0,11300.0,10400.0,13650.0,2.61,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TTC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,9000.0,9000.0,8620.0,10000.0,2.63,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
UNI,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,8000.0,7950.0,7150.0,10050.0,2.62,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VNC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,35700.0,35500.0,34350.0,38500.0,2.61,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
BTP,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,53,35,RETAIL_DRIVEN,MODE_A,8300.0,8300.0,8050.0,8630.0,1.32,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
CMX,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,41,23,WHALE_DISTRIBUTING,MODE_A,5790.0,5790.0,5610.0,6230.0,2.44,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
CLL,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,44,26,WHALE_DISTRIBUTING,MODE_A,29850.0,29850.0,28950.0,30650.0,0.89,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DHG,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,36,28,WHALE_DISTRIBUTING,MODE_A,95000.0,95000.0,92100.0,98700.0,1.28,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DSC,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,39,31,RETAIL_DRIVEN,MODE_A,12950.0,12950.0,12400.0,14350.0,2.55,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
LSS,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,47,29,WHALE_DISTRIBUTING,MODE_A,8300.0,8300.0,8050.0,8740.0,1.76,PASS,VCP,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
MIG,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,37,29,WHALE_DISTRIBUTING,MODE_A,17400.0,17400.0,16850.0,18750.0,2.45,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
SGT,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,42,34,RETAIL_DRIVEN,MODE_A,15000.0,15000.0,14250.0,16900.0,2.53,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
THG,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,44,26,WHALE_DISTRIBUTING,MODE_A,43100.0,43100.0,41800.0,45400.0,1.77,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VRC,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,37,29,WHALE_DISTRIBUTING,MODE_A,12450.0,12450.0,11700.0,14350.0,2.53,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
POT,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,45,27,WHALE_DISTRIBUTING,MODE_A,20000.0,20000.0,19200.0,22100.0,2.62,PASS,VCP,TRANSITIONAL,False,T_NO_SETUP,THEO_DOI,0.0,NONE,,0.0,NEUTRAL
VHE,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,66,48,RETAIL_DRIVEN,MODE_A,3500.0,3450.0,3200.0,4110.0,2.64,WARN,VCP,TRANSITIONAL,False,T_NO_SETUP,THEO_DOI,0.0,NONE,,0.0,NEUTRAL
VNF,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,44,36,RETAIL_DRIVEN,MODE_A,14800.0,14800.0,14250.0,16250.0,2.64,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
