Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
PC1,HOSE,NO_ACTION,—,18,NEUTRAL,0.0,SAFE,,,47,29,WHALE_DISTRIBUTING,MODE_A,18400.0,18400.0,16800.0,-8.7,22600.0,26750.0,2.62,34.2,1046.0,20368.0,7607600,10849310,0.0,UP,False,WATCH,RANGING,STEADY_BEAR,WARN,VCP,OUTFLOW,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,85.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
