Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
ILB,HOSE,NO_ACTION,—,50,NEUTRAL,0.0,SAFE,,,26,26,WHALE_DISTRIBUTING,MODE_A,22000.0,22000.0,21300.0,-3.18,23050.0,24100.0,1.5,61.8,264.0,21778.0,100,7675,0.0,FLAT,False,NONE,DISTRIBUTION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,52.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
SBA,HOSE,NO_ACTION,—,50,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,28350.0,28350.0,27450.0,-3.17,29800.0,31250.0,1.61,64.0,361.0,28282.0,400,7075,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,57.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 28,000.0 | T+2.5 28,950.0 | T+5 29,350.0",85.0
DVP,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,58,40,RETAIL_DRIVEN,MODE_A,76000.0,76000.0,73700.0,-3.03,78700.0,81300.0,1.17,78.9,664.0,74765.0,6300,13955,0.0,FLAT,False,CAUTION,MARKUP,STEADY_BULL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,GIẢM,80.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 75,400.0 | T+2.5 77,000.0 | T+5 77,700.0",65.0
GSP,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,67,49,RETAIL_DRIVEN,MODE_A,11250.0,11250.0,10850.0,-3.56,12300.0,13300.0,2.62,51.9,257.0,11300.0,5000,115015,115920.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,28.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,000.0 | T+2.5 11,700.0 | T+5 12,000.0",60.0
SMB,HOSE,NO_ACTION,—,47,NEUTRAL,0.0,SAFE,,,43,31,RETAIL_DRIVEN,MODE_A,39800.0,39800.0,38600.0,-3.02,41950.0,44100.0,1.79,46.3,536.0,39930.0,5000,8870,0.0,FLAT,False,NONE,DISTRIBUTION,TRANSITIONAL,PASS,WYCKOFF_SPRING,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,60.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
TNT,HOSE,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,10950.0,10750.0,10000.0,-6.98,12650.0,14550.0,2.53,67.5,474.0,10410.0,227800,72750,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,50.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,550.0 | T+2.5 11,900.0 | T+5 12,600.0",85.0
ICG,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,42,32,RETAIL_DRIVEN,MODE_A,16400.0,16400.0,15700.0,-4.27,18150.0,19950.0,2.5,52.1,443.0,16285.0,300,13730,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,CUP_WITH_HANDLE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,86.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,000.0 | T+2.5 17,200.0 | T+5 17,750.0",95.0
TIG,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,27,27,WHALE_DISTRIBUTING,MODE_A,7000.0,6860.0,6500.0,-5.25,7800.0,8750.0,2.61,64.3,236.0,6630.0,1149100,498860,-344730.0,FLAT,False,CAUTION,MARKDOWN,STEADY_BEAR,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,37.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
WCS,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,42,42,RETAIL_DRIVEN,MODE_B,355.0,360.0,320.0,-11.11,440.0,530.0,2.0,61.1,21.0,294.0,400,790,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,50.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 330.0 | T+2.5 400.0 | T+5 430.0,50.0
DSN,HOSE,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,39,21,WHALE_DISTRIBUTING,MODE_A,37800.0,37400.0,36250.0,-3.07,39000.0,40600.0,1.39,65.2,397.0,37028.0,3500,4505,3300.0,FLAT,False,NONE,MARKDOWN,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,95.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
ORS,HOSE,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,49,31,RETAIL_DRIVEN,MODE_A,13250.0,13250.0,12600.0,-4.91,14850.0,16500.0,2.46,52.5,404.0,13370.0,995700,2223790,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,50.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,"Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 12,850.0 | T+2.5 13,900.0 | T+5 14,400.0",45.0
PVD,HOSE,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,54,36,RETAIL_DRIVEN,MODE_A,32000.0,32000.0,29400.0,-8.12,38850.0,45750.0,2.63,53.4,1718.0,32358.0,2559200,4884890,151230.0,FLAT,False,CAUTION,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,50.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,"Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 30,450.0 | T+2.5 35,100.0 | T+5 37,150.0",50.0
VPB,HOSE,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,48,30,WHALE_DISTRIBUTING,MODE_A,26700.0,26700.0,25700.0,-3.75,29250.0,31800.0,2.55,57.4,636.0,27112.0,2206700,14851915,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,OUTFLOW,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,34.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,"Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 26,150.0 | T+2.5 27,850.0 | T+5 28,600.0",35.0
VOS,HOSE,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,53,35,RETAIL_DRIVEN,MODE_A,12450.0,12450.0,11900.0,-4.42,13800.0,15150.0,2.45,46.5,339.0,12615.0,228500,919550,508260.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,53.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,"Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 12,100.0 | T+2.5 13,000.0 | T+5 13,400.0",35.0
BVS,HNX,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,47,29,WHALE_DISTRIBUTING,MODE_A,25700.0,25700.0,24800.0,-3.5,28100.0,30500.0,2.67,51.6,600.0,26010.0,23600,113085,80220.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,69.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,"Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL 25,150.0 | T+2.5 26,800.0 | T+5 27,500.0",45.0
CKV,HNX,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,-6.18,19700.0,22350.0,2.57,54.5,671.0,16235.0,100,1610,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,WARN,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,400.0 | T+2.5 18,200.0 | T+5 19,000.0",65.0
