Mã,Action,Conf,MFPM,Macro,MacroScore,Sector Flow,BCTC Risk,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào,SL,TP1,R:R,AMF,Pattern,HMM,Stealth,T+ Setup,T+ Verdict,T+ Conf,Trend Warning,Dự báo,FC Conf%,CVD
FCM,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,32,24,WHALE_DISTRIBUTING,MODE_A,3170.0,3170.0,3070.0,3410.0,2.4,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
MIG,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,38,30,WHALE_DISTRIBUTING,MODE_A,17650.0,17650.0,17050.0,19150.0,2.5,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
SHA,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,66,58,RETAIL_DRIVEN,MODE_A,4010.0,4010.0,3880.0,4360.0,2.69,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
FPT,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_A,74000.0,74000.0,70500.0,83200.0,2.63,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ICT,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,18000.0,18000.0,17450.0,19000.0,1.82,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VC6,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,42,42,RETAIL_DRIVEN,MODE_B,26700.0,26700.0,24050.0,33750.0,2.66,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
WCS,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,42,42,RETAIL_DRIVEN,MODE_B,355.0,360.0,320.0,440.0,2.0,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
AGR,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,39,31,RETAIL_DRIVEN,MODE_A,14700.0,14700.0,14250.0,15850.0,2.56,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
ACB,NO_ACTION,—,43,NEUTRAL,0.0,OUTFLOW,SAFE,,45,45,RETAIL_DRIVEN,MODE_B,24250.0,24250.0,23500.0,25850.0,2.13,WARN,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DHC,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,34,26,WHALE_DISTRIBUTING,MODE_A,35950.0,35950.0,34700.0,39200.0,2.6,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
HTI,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,42,24,WHALE_DISTRIBUTING,MODE_A,23700.0,23700.0,22950.0,24700.0,1.33,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ITC,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,14,26,WHALE_DISTRIBUTING,MODE_A,12200.0,12100.0,11650.0,13250.0,2.56,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
OCB,NO_ACTION,—,43,NEUTRAL,0.0,OUTFLOW,SAFE,,39,31,RETAIL_DRIVEN,MODE_A,11250.0,11250.0,10900.0,12000.0,2.14,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
TLH,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,37,29,WHALE_DISTRIBUTING,MODE_A,4630.0,4630.0,4480.0,5010.0,2.53,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
TRC,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,54,36,RETAIL_DRIVEN,MODE_A,75500.0,75500.0,73200.0,80900.0,2.35,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
VPB,NO_ACTION,—,43,NEUTRAL,0.0,OUTFLOW,SAFE,,44,26,WHALE_DISTRIBUTING,MODE_A,27100.0,27100.0,26250.0,29300.0,2.59,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
CKV,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,19700.0,2.57,WARN,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
UNI,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,47,39,RETAIL_DRIVEN,MODE_A,8500.0,8330.0,7440.0,10700.0,2.66,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VFS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,48,48,RETAIL_DRIVEN,MODE_B,12200.0,12200.0,11750.0,13250.0,2.33,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
BTP,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,8400.0,8400.0,8140.0,8740.0,1.31,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
OGC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,51,51,RETAIL_DRIVEN,MODE_A,3070.0,3070.0,2880.0,3570.0,2.63,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
NSC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,47,47,MIXED,MODE_A,75500.0,75500.0,73200.0,80400.0,2.13,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
PGC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,13500.0,13500.0,13050.0,14400.0,2.0,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,55.0,NONE,,0.0,NEUTRAL
PIT,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,7700.0,7550.0,7210.0,8450.0,2.65,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
PTC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,6920.0,6810.0,6240.0,8320.0,2.65,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
SFI,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_A,27800.0,27800.0,26450.0,31300.0,2.59,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
SHP,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,34200.0,34200.0,33150.0,35000.0,0.76,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
PSI,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,55,55,RETAIL_DRIVEN,MODE_A,8600.0,8600.0,8240.0,9540.0,2.61,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
PTS,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_A,9300.0,9300.0,9020.0,9730.0,1.54,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SD9,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,51,41,RETAIL_DRIVEN,MODE_A,10900.0,10900.0,10550.0,11350.0,1.29,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
VHE,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,47,47,RETAIL_DRIVEN,MODE_A,3300.0,3300.0,3040.0,3990.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
X20,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,12300.0,12150.0,11750.0,13000.0,2.12,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PC1,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,57,49,RETAIL_DRIVEN,MODE_A,19450.0,19450.0,17850.0,23650.0,2.62,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PIC,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,22,14,WHALE_DISTRIBUTING,MODE_A,15900.0,15900.0,14700.0,19050.0,2.62,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
LAF,NO_ACTION,—,37,NEUTRAL,0.0,NEUTRAL,SAFE,,50,38,RETAIL_DRIVEN,MODE_A,16900.0,16900.0,16350.0,17750.0,1.55,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
YEG,NO_ACTION,—,37,NEUTRAL,0.0,NEUTRAL,SAFE,,42,30,WHALE_DISTRIBUTING,MODE_A,9290.0,9290.0,9010.0,9930.0,2.29,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
ADS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,33,33,RETAIL_DRIVEN,MODE_A,9000.0,9000.0,8730.0,9600.0,2.22,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
DPR,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,41400.0,41400.0,39350.0,46750.0,2.61,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
HCM,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,28200.0,28200.0,26700.0,32100.0,2.6,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
HDB,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,26450.0,26450.0,25450.0,29050.0,2.6,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
NTL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,16600.0,16450.0,15800.0,18100.0,2.54,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
PTB,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,39850.0,39850.0,38250.0,44100.0,2.66,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
SAB,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,47400.0,47400.0,45600.0,52200.0,2.67,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SSB,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,41,41,RETAIL_DRIVEN,MODE_B,17250.0,17250.0,16700.0,18050.0,1.45,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
STB,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,69900.0,69900.0,66200.0,79800.0,2.68,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
SZL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,53700.0,53200.0,51300.0,58100.0,2.58,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
TCI,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,40,30,WHALE_DISTRIBUTING,MODE_A,11400.0,11400.0,10950.0,12450.0,2.33,PASS,CUP_WITH_HANDLE,STEADY_BULL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
TDM,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,57200.0,57200.0,54100.0,65400.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
TNT,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,39,39,RETAIL_DRIVEN,MODE_A,10600.0,10600.0,9690.0,13000.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
VFG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,37,37,RETAIL_DRIVEN,MODE_A,47900.0,47900.0,46450.0,50200.0,1.59,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VJC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,37,27,WHALE_DISTRIBUTING,MODE_A,172.4,170.0,160.0,190.0,2.0,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
VTO,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,11950.0,11950.0,11550.0,12550.0,1.5,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
CIA,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,23,23,WHALE_DISTRIBUTING,MODE_A,9900.0,9900.0,9600.0,10550.0,2.17,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DTG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,15500.0,15500.0,14750.0,17500.0,2.67,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
HDA,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,6800.0,6800.0,6300.0,8110.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
MBS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,19900.0,19750.0,18750.0,22300.0,2.55,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
MBG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,26,26,WHALE_DISTRIBUTING,MODE_A,2800.0,2780.0,2580.0,3290.0,2.55,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
NDN,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,10500.0,10500.0,9970.0,11900.0,2.64,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
NTP,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,59100.0,59100.0,57300.0,63500.0,2.44,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
PCH,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,22400.0,22400.0,21700.0,23650.0,1.79,PASS,NONE,STEADY_BULL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
S99,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,9400.0,9400.0,8950.0,10600.0,2.67,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
SD5,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,25,25,WHALE_DISTRIBUTING,MODE_A,7600.0,7450.0,7190.0,8140.0,2.65,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SCG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,25,25,WHALE_DISTRIBUTING,MODE_A,66600.0,66600.0,64600.0,69200.0,1.3,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
TOT,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,16500.0,16500.0,15800.0,18250.0,2.5,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VTZ,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,39,39,RETAIL_DRIVEN,MODE_A,20600.0,20600.0,19950.0,22150.0,2.38,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
WSS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,6400.0,6400.0,6130.0,7110.0,2.63,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
VTH,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,8400.0,8400.0,7880.0,9770.0,2.63,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
DAT,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,35,27,WHALE_DISTRIBUTING,MODE_A,8250.0,8110.0,7680.0,9230.0,2.6,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
DRC,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,43,25,WHALE_DISTRIBUTING,MODE_A,12500.0,12500.0,12100.0,13450.0,2.38,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
EVF,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,46,28,WHALE_DISTRIBUTING,MODE_A,13600.0,13600.0,12950.0,15350.0,2.69,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
LSS,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,8290.0,8290.0,8040.0,8720.0,1.72,PASS,VCP,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
NKG,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,34,26,WHALE_DISTRIBUTING,MODE_A,14050.0,13950.0,13450.0,15250.0,2.6,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
NHH,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,39,31,RETAIL_DRIVEN,MODE_A,10300.0,10300.0,9990.0,11000.0,2.26,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
NBB,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,36,28,WHALE_DISTRIBUTING,MODE_A,17650.0,17650.0,16900.0,19600.0,2.6,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ORS,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,50,32,RETAIL_DRIVEN,MODE_A,13100.0,13100.0,12500.0,14700.0,2.67,PASS,VCP,TRANSITIONAL,False,T_NO_SETUP,THEO_DOI,0.0,NONE,,0.0,NEUTRAL
PAC,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,53,35,RETAIL_DRIVEN,MODE_A,22350.0,22350.0,21650.0,23850.0,2.14,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,55.0,NONE,,0.0,NEUTRAL
REE,NO_ACTION,—,33,NEUTRAL,0.0,NEUTRAL,SAFE,,38,20,WHALE_DISTRIBUTING,MODE_A,52600.0,52600.0,51000.0,56500.0,2.44,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
