Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
VJC,HOSE,WATCH,LOW,62,NEUTRAL,0.0,SAFE,,,47,35,RETAIL_DRIVEN,MODE_A,171.9,170.0,160.0,-5.88,190.0,200.0,2.0,52.7,4.0,174.0,998700,1263180,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,PASS,WYCKOFF_SPRING,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,84.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 170.0 | T+2.5 180.0 | T+5 180.0",90.0
DXV,HOSE,WATCH,LOW,58,NEUTRAL,0.0,SAFE,,,65,47,RETAIL_DRIVEN,MODE_A,3880.0,3880.0,3630.0,-6.44,4550.0,5210.0,2.68,46.2,166.0,3880.0,900,3045,7650.0,UP,False,NONE,MARKUP,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,28.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 3,710.0 | T+2.5 4,150.0 | T+5 4,350.0",75.0
MSB,HOSE,WATCH,LOW,55,NEUTRAL,0.0,SAFE,,,50,50,MIXED,MODE_B,15300.0,15300.0,14650.0,-4.25,16950.0,18600.0,2.54,90.9,411.0,13942.0,31819800,19014275,0.0,FLAT,False,CAUTION,MARKUP,TRANSITIONAL,WARN,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,67.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 14,950.0 | T+2.5 15,900.0 | T+5 16,350.0",95.0
PET,HOSE,WATCH,LOW,55,NEUTRAL,0.0,SAFE,,,41,41,RETAIL_DRIVEN,MODE_A,49150.0,49150.0,46150.0,-6.1,57100.0,65100.0,2.65,56.1,1993.0,47975.0,758900,1305895,967650.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,64.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 47,350.0 | T+2.5 52,700.0 | T+5 55,100.0",80.0
PPT,HNX,WATCH,LOW,55,NEUTRAL,0.0,SAFE,,,48,48,RETAIL_DRIVEN,MODE_A,15600.0,15600.0,15100.0,-3.21,16650.0,17650.0,2.1,55.6,257.0,15435.0,180500,195990,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,52.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,350.0 | T+2.5 16,050.0 | T+5 16,350.0",80.0
TCB,HOSE,WATCH,LOW,53,NEUTRAL,0.0,SAFE,,,52,34,RETAIL_DRIVEN,MODE_A,32750.0,32750.0,31700.0,-3.21,35450.0,38200.0,2.57,46.0,679.0,32892.0,6878700,11116760,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,VCP,OUTFLOW,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,16.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 32,150.0 | T+2.5 33,950.0 | T+5 34,800.0",65.0
SHS,HNX,WATCH,LOW,53,NEUTRAL,0.0,SAFE,,,49,31,RETAIL_DRIVEN,MODE_A,18000.0,18000.0,17000.0,-5.56,20550.0,23100.0,2.55,54.8,636.0,17625.0,11134700,12910740,9340140.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,27.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 17,450.0 | T+2.5 19,150.0 | T+5 19,900.0",65.0
SAV,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,33,33,RETAIL_DRIVEN,MODE_A,15350.0,15150.0,14200.0,-6.27,17650.0,20200.0,2.63,56.5,629.0,15265.0,3600,5635,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,95.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 14,800.0 | T+2.5 16,500.0 | T+5 17,250.0",70.0
TDM,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,57500.0,57500.0,55300.0,-3.83,63200.0,68800.0,2.59,52.8,1414.0,57150.0,600,18170,0.0,DOWN,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,66.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 56,200.0 | T+2.5 60,000.0 | T+5 61,700.0",95.0
CMS,HNX,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,43,43,RETAIL_DRIVEN,MODE_A,6900.0,6760.0,6320.0,-6.51,7930.0,9100.0,2.66,74.2,292.0,6292.0,152900,39025,45870.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_EXHAUSTING,GIẢM,60.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,610.0 | T+2.5 7,480.0 | T+5 7,920.0",65.0
