Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
VTC,HNX,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,44,44,RETAIL_DRIVEN,MODE_B,16200.0,16200.0,14400.0,-11.11,20950.0,25750.0,2.64,70.8,1193.0,13170.0,400,16475,22980.0,FLAT,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,68.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,150.0 | T+2.5 18,000.0 | T+5 19,200.0",90.0
SHA,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,66,58,RETAIL_DRIVEN,MODE_A,4010.0,4010.0,3880.0,-3.24,4350.0,4690.0,2.62,53.2,85.0,3964.0,400,8545,0.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,76.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 3,930.0 | T+2.5 4,160.0 | T+5 4,260.0",85.0
NDX,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,38,38,RETAIL_DRIVEN,MODE_A,6700.0,6700.0,6490.0,-3.13,6810.0,6930.0,0.52,100.0,29.0,6610.0,5000,8570,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,670.0 | T+2.5 6,740.0 | T+5 6,770.0",85.0
TRC,HOSE,WATCH,LOW,73,NEUTRAL,0.0,SAFE,,,61,43,RETAIL_DRIVEN,MODE_A,75300.0,75300.0,73000.0,-3.05,80600.0,86000.0,2.3,55.3,1336.0,74715.0,3300,31015,0.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,25.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 74,100.0 | T+2.5 77,700.0 | T+5 79,300.0",80.0
DXV,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,49,49,RETAIL_DRIVEN,MODE_A,3890.0,3890.0,3670.0,-5.66,4470.0,5040.0,2.64,43.9,144.0,3888.0,1300,3545,7650.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 3,760.0 | T+2.5 4,150.0 | T+5 4,320.0",80.0
TNT,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,48,48,RETAIL_DRIVEN,MODE_B,12100.0,12100.0,11300.0,-6.61,14100.0,16150.0,2.5,81.4,504.0,10522.0,24900,90185,211290.0,UP,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,76.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,700.0 | T+2.5 13,100.0 | T+5 13,850.0",80.0
PSI,HNX,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,48,48,RETAIL_DRIVEN,MODE_A,8600.0,8600.0,8240.0,-4.19,9540.0,10500.0,2.61,60.0,236.0,8480.0,10500,295290,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,390.0 | T+2.5 9,020.0 | T+5 9,310.0",80.0
PGN,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,37,37,RETAIL_DRIVEN,MODE_A,7300.0,7300.0,6630.0,-9.18,9070.0,10850.0,2.64,38.9,443.0,7375.0,4200,32960,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,85.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,900.0 | T+2.5 8,100.0 | T+5 8,630.0",60.0
PDN,HOSE,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,44,44,RETAIL_DRIVEN,MODE_A,107500.0,107500.0,104200.0,-3.07,113800.0,120200.0,1.91,57.2,1586.0,106245.0,500,2535,0.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,64.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 106,100.0 | T+2.5 110,400.0 | T+5 112,300.0",80.0
VNF,HNX,NO_ACTION,—,33,NEUTRAL,0.0,SAFE,,,44,36,RETAIL_DRIVEN,MODE_A,14800.0,14800.0,14250.0,-3.72,16250.0,17650.0,2.64,48.0,357.0,14890.0,800,2935,3000.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,44.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 14,500.0 | T+2.5 15,450.0 | T+5 15,850.0",75.0
PPS,HNX,WATCH,LOW,65,NEUTRAL,0.0,SAFE,,,58,58,RETAIL_DRIVEN,MODE_A,10500.0,10350.0,9870.0,-4.64,11600.0,12850.0,2.6,52.6,314.0,10410.0,8100,1320,2430.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,BREAKOUT_EMERGING,TĂNG,70.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,200.0 | T+2.5 11,000.0 | T+5 11,400.0",70.0
NHH,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,49,41,RETAIL_DRIVEN,MODE_A,10450.0,10450.0,10100.0,-3.35,11200.0,11900.0,2.14,47.8,182.0,10428.0,600,34470,0.0,FLAT,False,WATCH,ACCUMULATION,TRANSITIONAL,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,60.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,300.0 | T+2.5 10,800.0 | T+5 11,000.0",70.0
GEE,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,113000.0,113000.0,101000.0,-10.62,145000.0,176900.0,2.67,55.0,7993.0,114836.0,430400,1426060,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_EXHAUSTING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 105,800.0 | T+2.5 127,400.0 | T+5 137,000.0",70.0
VMS,HNX,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,43,43,RETAIL_DRIVEN,MODE_A,59900.0,59200.0,55200.0,-6.76,69800.0,80300.0,2.65,43.5,2643.0,58965.0,600,19660,0.0,UP,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,3.95,200,,BREAKOUT_EMERGING,TĂNG,85.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 57,500.0 | T+2.5 64,700.0 | T+5 67,800.0",70.0
C69,HNX,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,51,51,RETAIL_DRIVEN,MODE_B,17600.0,17600.0,16450.0,-6.53,20650.0,23700.0,2.65,68.9,764.0,16315.0,180200,562045,664860.0,UP,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,58.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,900.0 | T+2.5 18,750.0 | T+5 19,500.0",70.0
CKV,HNX,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,-6.18,19700.0,22350.0,2.57,54.5,671.0,16235.0,100,1610,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,WARN,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,400.0 | T+2.5 18,200.0 | T+5 19,000.0",65.0
TCM,HOSE,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,21450.0,21450.0,20800.0,-3.03,22950.0,24500.0,2.31,55.8,379.0,21358.0,51200,624165,340980.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,58.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 21,100.0 | T+2.5 22,150.0 | T+5 22,600.0",65.0
WSS,HNX,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,42,42,RETAIL_DRIVEN,MODE_A,6400.0,6400.0,6120.0,-4.38,7140.0,7890.0,2.64,53.8,186.0,6350.0,400,13275,0.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,33.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,230.0 | T+2.5 6,730.0 | T+5 6,960.0",65.0
NTL,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,16400.0,16400.0,15800.0,-3.66,17900.0,19350.0,2.5,50.0,371.0,16225.0,8600,501555,0.0,FLAT,False,CAUTION,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,36.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,050.0 | T+2.5 17,050.0 | T+5 17,500.0",65.0
NTP,HNX,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,37,37,RETAIL_DRIVEN,MODE_A,60800.0,60800.0,58900.0,-3.12,65200.0,69500.0,2.32,51.9,1093.0,60690.0,300,111130,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,36.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 59,800.0 | T+2.5 62,800.0 | T+5 64,100.0",65.0
CMV,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,41,41,RETAIL_DRIVEN,MODE_A,7900.0,7900.0,7410.0,-6.2,9190.0,10500.0,2.63,47.3,322.0,7986.0,500,1055,0.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,BREAKOUT_EMERGING,TĂNG,60.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 7,610.0 | T+2.5 8,480.0 | T+5 8,870.0",65.0
DVP,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,76200.0,76200.0,73900.0,-3.02,78700.0,81300.0,1.09,78.9,636.0,75005.0,600,13060,0.0,FLAT,False,NONE,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,GIẢM,80.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 75,600.0 | T+2.5 77,200.0 | T+5 77,800.0",65.0
DXS,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,8119.999999999999,8120.0,7570.0,-6.77,9580.0,11050.0,2.65,57.6,366.0,7898.0,268200,3879205,2321100.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,34.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 7,790.0 | T+2.5 8,780.0 | T+5 9,220.0",65.0
PHR,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,67000.0,67000.0,62400.0,-6.87,79300.0,91500.0,2.67,56.5,3064.0,65250.0,49300,593415,12420.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 64,200.0 | T+2.5 72,500.0 | T+5 76,200.0",65.0
HCM,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,44,39,RETAIL_DRIVEN,MODE_A,28600.0,28600.0,26950.0,-5.77,32850.0,37150.0,2.58,63.7,1068.0,28000.0,120800,9433755,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,INFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 27,650.0 | T+2.5 30,200.0 | T+5 31,250.0",65.0
LAF,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,39,39,RETAIL_DRIVEN,MODE_A,16900.0,16900.0,16350.0,-3.25,17550.0,18150.0,1.18,46.4,157.0,16958.0,900,2785,0.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,88.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,750.0 | T+2.5 17,200.0 | T+5 17,350.0",65.0
CHP,HOSE,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,27550.0,27550.0,26700.0,-3.09,28850.0,30200.0,1.53,28.0,329.0,27965.0,600,11850,0.0,UP,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,81.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 27,312.8 | T+2.5 28,100.0 | T+5 28,450.0",65.0
DL1,HNX,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,41,41,RETAIL_DRIVEN,MODE_B,5500.0,5500.0,5020.0,-8.73,6760.0,8010.0,2.62,60.0,314.0,5145.0,29400,528215,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,51.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 5,220.0 | T+2.5 5,970.0 | T+5 6,290.0",65.0
YBM,HOSE,WATCH,LOW,55,NEUTRAL,0.0,SAFE,,,41,41,RETAIL_DRIVEN,MODE_A,10300.0,10200.0,9840.0,-3.53,11150.0,12100.0,2.64,54.8,239.0,10160.0,100,1510,1800.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,58.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,050.0 | T+2.5 10,700.0 | T+5 10,950.0",60.0
VPH,HOSE,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_B,3890.0,3890.0,3650.0,-6.17,4520.0,5140.0,2.62,68.6,156.0,3588.0,13700,101180,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,34.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 3,730.0 | T+2.5 4,200.0 | T+5 4,440.0",60.0
CTG,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,39,39,RETAIL_DRIVEN,MODE_A,35100.0,35100.0,33850.0,-3.56,38350.0,41600.0,2.6,48.0,814.0,35438.0,760700,10245900,0.0,UP,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_EXHAUSTING,TĂNG,48.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 34,300.0 | T+2.5 36,400.0 | T+5 37,400.0",60.0
