Mã,Action,Conf,MFPM,Macro,MacroScore,Sector Flow,BCTC Risk,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào,SL,TP1,R:R,AMF,Pattern,HMM,Stealth,T+ Setup,T+ Verdict,T+ Conf,Trend Warning,Dự báo,FC Conf%,CVD
PAC,WATCH,LOW,63,NEUTRAL,0.0,NEUTRAL,SAFE,,60,42,RETAIL_DRIVEN,MODE_A,22300.0,22300.0,21600.0,24150.0,2.64,PASS,VCP,STEADY_BEAR,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
VJC,WATCH,LOW,62,NEUTRAL,0.0,OUTFLOW,SAFE,,47,35,RETAIL_DRIVEN,MODE_A,171.9,170.0,160.0,190.0,2.0,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,90.0,NONE,,0.0,NEUTRAL
DXV,WATCH,LOW,58,NEUTRAL,0.0,NEUTRAL,SAFE,,65,47,RETAIL_DRIVEN,MODE_A,3880.0,3880.0,3630.0,4550.0,2.68,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
DRC,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,47,47,RETAIL_DRIVEN,MODE_A,12950.0,12700.0,12300.0,13700.0,2.5,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
MSB,WATCH,LOW,55,NEUTRAL,0.0,OUTFLOW,SAFE,,50,50,MIXED,MODE_B,15300.0,15300.0,14650.0,16950.0,2.54,WARN,NONE,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
PET,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,41,41,RETAIL_DRIVEN,MODE_A,49150.0,49150.0,46150.0,57100.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
SFI,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_A,28600.0,28050.0,26600.0,31900.0,2.66,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
PPT,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,48,48,RETAIL_DRIVEN,MODE_A,15600.0,15600.0,15100.0,16650.0,2.1,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
CTS,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,49,31,RETAIL_DRIVEN,MODE_A,27300.0,27300.0,25850.0,31050.0,2.59,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
TCB,WATCH,LOW,53,NEUTRAL,0.0,OUTFLOW,SAFE,,52,34,RETAIL_DRIVEN,MODE_A,32750.0,32750.0,31700.0,35450.0,2.57,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
SAF,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,49,31,RETAIL_DRIVEN,MODE_A,54500.0,54500.0,52800.0,58600.0,2.41,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
SHS,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,49,31,RETAIL_DRIVEN,MODE_A,18000.0,18000.0,17000.0,20550.0,2.55,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
TFC,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,50,32,RETAIL_DRIVEN,MODE_A,49000.0,49000.0,47250.0,53600.0,2.63,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
SAV,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,33,33,RETAIL_DRIVEN,MODE_A,15350.0,15150.0,14200.0,17650.0,2.63,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
SPM,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,9400.0,9210.0,8700.0,10550.0,2.63,WARN,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TDM,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,57500.0,57500.0,55300.0,63200.0,2.59,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
CMS,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,43,43,RETAIL_DRIVEN,MODE_A,6900.0,6760.0,6320.0,7930.0,2.66,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
PCH,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,22300.0,22300.0,21600.0,23500.0,1.71,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
PGN,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,37,37,RETAIL_DRIVEN,MODE_A,7400.0,7330.0,6610.0,9240.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
SGC,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,57,47,RETAIL_DRIVEN,MODE_A,109.6,110.0,-161070.0,429900.0,2.67,WARN,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
SGN,NO_ACTION,—,60,NEUTRAL,0.0,NEUTRAL,SAFE,,25,25,WHALE_DISTRIBUTING,MODE_A,53000.0,53000.0,51400.0,56000.0,1.88,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VNF,NO_ACTION,—,58,NEUTRAL,0.0,NEUTRAL,SAFE,,37,29,WHALE_DISTRIBUTING,MODE_A,14800.0,14800.0,14200.0,16300.0,2.5,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
CLL,NO_ACTION,—,53,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,30000.0,30000.0,29100.0,31150.0,1.28,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
HAP,NO_ACTION,—,53,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,7000.0,7000.0,6580.0,8110.0,2.64,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
HTI,NO_ACTION,—,53,NEUTRAL,0.0,NEUTRAL,SAFE,,42,24,WHALE_DISTRIBUTING,MODE_A,23700.0,23700.0,22950.0,24600.0,1.2,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VPB,NO_ACTION,—,53,NEUTRAL,0.0,OUTFLOW,SAFE,,45,27,WHALE_DISTRIBUTING,MODE_A,27100.0,27100.0,26100.0,29700.0,2.6,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DMC,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,59000.0,58700.0,56600.0,64200.0,2.62,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
NVT,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,7800.0,7750.0,7390.0,8700.0,2.64,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
L40,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,69700.0,69700.0,65400.0,80900.0,2.6,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
MBG,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,2800.0,2780.0,2590.0,3270.0,2.58,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
OCB,NO_ACTION,—,48,NEUTRAL,0.0,OUTFLOW,SAFE,,56,48,RETAIL_DRIVEN,MODE_A,11550.0,11550.0,11150.0,12500.0,2.38,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
PPC,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,38,30,WHALE_DISTRIBUTING,MODE_A,9810.0,9810.0,9510.0,10250.0,1.47,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
SBG,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,44,44,RETAIL_DRIVEN,MODE_B,12700.0,12700.0,12200.0,13900.0,2.4,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
TPB,NO_ACTION,—,45,NEUTRAL,0.0,OUTFLOW,SAFE,,42,42,RETAIL_DRIVEN,MODE_A,15900.0,15900.0,15400.0,17150.0,2.5,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
