Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
PCH,HNX,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,22400.0,22400.0,21700.0,-3.12,23650.0,24850.0,1.79,54.2,307.0,22150.0,42300,97245,0.0,FLAT,False,CAUTION,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,3.73,500,,UPTREND_STRENGTHENING,TĂNG,83.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 22,100.0 | T+2.5 22,950.0 | T+5 23,300.0",95.0
HCC,HNX,NO_ACTION,—,33,NEUTRAL,0.0,SAFE,,,48,30,WHALE_DISTRIBUTING,MODE_A,26000.0,26000.0,24800.0,-4.62,29100.0,32150.0,2.58,42.1,771.0,26275.0,1000,2385,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,60.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 25,300.0 | T+2.5 27,400.0 | T+5 28,300.0",95.0
SZB,HNX,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,43200.0,43200.0,41900.0,-3.01,44650.0,46100.0,1.12,42.1,364.0,43060.0,200,4800,0.0,FLAT,False,NONE,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,85.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 42,850.0 | T+2.5 43,850.0 | T+5 44,300.0",95.0
CDC,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,20400.0,20400.0,18650.0,-8.58,25000.0,29650.0,2.63,60.0,1154.0,20380.0,65800,250620,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 19,350.0 | T+2.5 22,500.0 | T+5 23,850.0",95.0
GMD,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,74800.0,74800.0,71700.0,-4.14,82800.0,90800.0,2.58,44.2,2001.0,75963.0,411000,1311710,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,72.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 73,000.0 | T+2.5 78,400.0 | T+5 80,800.0",95.0
HSG,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,43,43,RETAIL_DRIVEN,MODE_A,12800.0,12550.0,12050.0,-3.98,13850.0,15100.0,2.6,56.8,321.0,12316.0,6900100,3564455,4525440.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 12,500.0 | T+2.5 13,450.0 | T+5 13,900.0",95.0
SRC,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,53600.0,53600.0,51900.0,-3.17,57500.0,61400.0,2.29,55.8,979.0,53410.0,600,4965,-720.0,FLAT,False,CAUTION,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,5.36,300,,UPTREND_STRENGTHENING,TĂNG,86.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 52,700.0 | T+2.5 55,400.0 | T+5 56,500.0",95.0
TCM,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,21250.0,21250.0,20600.0,-3.06,22900.0,24500.0,2.54,46.2,407.0,21336.0,427300,663470,340980.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,72.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 20,850.0 | T+2.5 21,900.0 | T+5 22,400.0",95.0
DP3,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,33,33,RETAIL_DRIVEN,MODE_A,58600.0,58600.0,56800.0,-3.07,62200.0,65700.0,2.0,44.0,893.0,58800.0,1800,6925,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,85.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 57,800.0 | T+2.5 60,200.0 | T+5 61,300.0",95.0
HCD,HOSE,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,0,25,WHALE_DISTRIBUTING,MODE_B,6630.0,6630.0,6430.0,-3.02,7090.0,7540.0,2.3,74.0,114.0,6374.0,144100,70990,0.0,DOWN,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,520.0 | T+2.5 6,860.0 | T+5 7,030.0",95.0
PSE,HNX,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,10900.0,10900.0,10550.0,-3.21,11150.0,11400.0,0.71,40.0,64.0,11065.0,100,1390,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,78.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,850.0 | T+2.5 11,000.0 | T+5 11,100.0",95.0
ITD,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,15950.0,15950.0,15450.0,-3.13,17150.0,18300.0,2.4,35.3,296.0,16108.0,200,12430,0.0,UP,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,47.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,650.0 | T+2.5 16,400.0 | T+5 16,800.0",95.0
NCT,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,23,23,WHALE_DISTRIBUTING,MODE_A,91000.0,91000.0,88200.0,-3.08,93400.0,95700.0,0.86,10.5,593.0,92210.0,7100,14530,0.0,FLAT,False,WATCH,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_EXHAUSTING,TRUNG LẬP,61.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 90,400.0 | T+2.5 91,900.0 | T+5 92,700.0",95.0
VSH,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,28,28,WHALE_DISTRIBUTING,MODE_A,42400.0,42400.0,41100.0,-3.07,43250.0,44150.0,0.65,7.1,216.0,42738.0,300,4525,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,84.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 42,200.0 | T+2.5 42,750.0 | T+5 43,000.0",95.0
HVT,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,27200.0,27200.0,26350.0,-3.12,28450.0,29700.0,1.47,40.0,314.0,27470.0,1400,12945,0.0,UP,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TRUNG LẬP,60.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 26,900.0 | T+2.5 27,700.0 | T+5 28,100.0",95.0
PPT,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,33,33,RETAIL_DRIVEN,MODE_A,15300.0,15300.0,14800.0,-3.27,16250.0,17250.0,1.9,28.6,243.0,15425.0,124800,186535,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,72.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,050.0 | T+2.5 15,700.0 | T+5 16,000.0",95.0
VC3,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,25900.0,25900.0,25100.0,-3.09,27200.0,28450.0,1.62,42.9,321.0,26215.0,517200,1274045,0.0,FLAT,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,38.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 25,600.0 | T+2.5 26,400.0 | T+5 26,800.0",95.0
VPI,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,60800.0,60800.0,58200.0,-4.28,67700.0,74600.0,2.65,50.4,1729.0,61235.0,1013700,4447815,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,83.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 59,200.0 | T+2.5 63,900.0 | T+5 66,000.0",85.0
SHA,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,66,58,RETAIL_DRIVEN,MODE_A,4010.0,4010.0,3880.0,-3.24,4360.0,4700.0,2.69,53.2,86.0,3964.0,1800,8615,0.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,76.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 3,930.0 | T+2.5 4,170.0 | T+5 4,270.0",85.0
BTP,HOSE,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,8400.0,8400.0,8140.0,-3.1,8740.0,9070.0,1.31,55.2,84.0,8388.0,1200,27855,-20820.0,FLAT,False,WATCH,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,52.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,320.0 | T+2.5 8,530.0 | T+5 8,640.0",85.0
TCI,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,40,30,WHALE_DISTRIBUTING,MODE_A,11400.0,11400.0,10950.0,-3.95,12450.0,13550.0,2.33,66.7,268.0,11125.0,62400,248800,0.0,FLAT,False,NONE,RANGING,STEADY_BULL,PASS,CUP_WITH_HANDLE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,150.0 | T+2.5 11,800.0 | T+5 12,050.0",85.0
VTZ,HNX,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,39,39,RETAIL_DRIVEN,MODE_A,20600.0,20600.0,19950.0,-3.16,22150.0,23750.0,2.38,53.3,393.0,20465.0,408700,1023835,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 20,250.0 | T+2.5 21,300.0 | T+5 21,800.0",85.0
DVP,HOSE,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,76000.0,76000.0,73700.0,-3.03,78400.0,80700.0,1.04,74.4,593.0,75155.0,5000,12955,0.0,FLAT,False,NONE,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_EXHAUSTING,GIẢM,80.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 75,500.0 | T+2.5 76,900.0 | T+5 77,500.0",85.0
NDX,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,39,39,RETAIL_DRIVEN,MODE_A,6700.0,6700.0,6490.0,-3.13,6810.0,6930.0,0.52,100.0,29.0,6625.0,100,7950,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,670.0 | T+2.5 6,740.0 | T+5 6,770.0",85.0
CLL,HOSE,NO_ACTION,—,18,NEUTRAL,0.0,SAFE,,,18,30,WHALE_DISTRIBUTING,MODE_A,30300.0,30300.0,29350.0,-3.14,31200.0,32100.0,0.95,58.3,225.0,29975.0,3200,5305,-3780.0,DOWN,False,CAUTION,RANGING,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,33.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 30,100.0 | T+2.5 30,700.0 | T+5 31,000.0",85.0
DSC,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,12850.0,12850.0,12350.0,-3.89,14150.0,15450.0,2.6,42.3,325.0,12975.0,1600,14505,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,21.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 12,636.5 | T+2.5 13,350.0 | T+5 13,750.0",85.0
PMS,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,43,43,RETAIL_DRIVEN,MODE_A,35000.0,35000.0,33750.0,-3.57,38250.0,41500.0,2.6,56.2,814.0,35770.0,1600,3325,0.0,UP,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,78.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 34,250.0 | T+2.5 36,450.0 | T+5 37,450.0",85.0
SCI,HNX,NO_ACTION,—,10,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,12000.0,12000.0,11250.0,-6.25,13950.0,15950.0,2.6,65.6,493.0,11560.0,2000,74910,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,550.0 | T+2.5 12,750.0 | T+5 13,250.0",85.0
ASM,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,0,27,WHALE_DISTRIBUTING,MODE_A,5880.0,5880.0,5660.0,-3.74,6450.0,7010.0,2.59,31.0,141.0,5947.0,119800,515790,0.0,DOWN,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,70.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 5,740.0 | T+2.5 6,110.0 | T+5 6,280.0",85.0
ASP,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,0,30,WHALE_DISTRIBUTING,MODE_B,7390.0,7390.0,6740.0,-8.8,9120.0,10850.0,2.66,57.2,433.0,7100.0,65500,282495,0.0,DOWN,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 7,000.0 | T+2.5 8,170.0 | T+5 8,690.0",85.0
CLH,HNX,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,0,21,WHALE_DISTRIBUTING,MODE_A,20500.0,20500.0,19850.0,-3.17,21700.0,22900.0,1.85,61.3,302.0,20375.0,2200,6070,-7410.0,DOWN,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 20,250.0 | T+2.5 20,950.0 | T+5 21,250.0",85.0
